MAKE,MODEL,MYR,OL,OW,OH ,WB,CW ,A,B,C,D,E,F,G,TWF,TWR ,WDIST
AUDI,Q5 4DR SUV,17,466,189,166,282,1835,135,147,41,88,110,90,95,162,161,53/47
AUDI,Q5 TFSI e 4DR SUV,20,466,189,166,282,2129,135,147,41,88,110,90,95,162,161,N/A
AUDI,Q7 4DR SUV TFSI QUATTRO,20,506,197,174,299,2240,141,176,44,92,119,98,109,168,169,50/50
AUDI,Q8 4DR SUV,19,499,200,171,300,2145,142,153,39,91,112,98,101,168,169,55/45
AUDI,R8 2DR COUPE,16,443,195,122,265,1655,108,56,28,73,104,99,78,163,160,N/A
AUDI,R8 2DR SPYDER,17,443,195,122,265,1698,108,N/A,28,73,104,99,78,163,160,42/58
AUDI,RS 6 AVANT,20,500,195,146,293,2150,142,163,35,85,109,96,111,167,165,N/A
AUDI,RS Q8 4DR SUV,20,501,200,171,300,2390,142,153,39,91,112,98,101,168,169,N/A
AUDI,RS3 SEDAN,14,448,180,140,263,1590,122,48,34,78,108,89,96,156,153,60/40
AUDI,RS5 2DR COUPE,18,472,186,136,277,1810,141,55,37,80,110,92,104,160,159,56/44
AUDI,RS5 SPORTBACK,19,475,184,138,283,1810,136,114,33,79,109,88,104,159,157,57/43
AUDI,RS7 4DR SPORTBACK,20,501,195,142,293,2140,142,42,34,82,113,96,112,167,165,N/A
AUDI,S3 SEDAN TFSI QUATTRO,14,447,180,139,263,1565,120,49,34,78,108,87,97,155,153,60/40
AUDI,S4 4DR SEDAN,20,477,185,140,282,1748,139,55,34,82,104,90,104,157,155,56/44
AUDI,S5 2DR CONVERTIBLE,17,469,185,137,276,1920,137,71,37,80,110,88,104,159,157,56/44
AUDI,S5 2DR COUPE,17,469,185,137,276,1635,137,54,37,80,110,88,104,159,157,56/44
AUDI,S5 SPORTBACK,17,475,184,138,283,1680,136,113,33,79,109,88,104,159,157,57/43
AUDI,S6 4DR SEDAN,20,495,189,145,293,2039,138,60,35,85,110,92,110,162,160,N/A
AUDI,S7 4DR SPORTBACK,20,497,191,142,293,2089,139,42,34,82,113,93,112,165,163,N/A
AUDI,S8 4DR SEDAN,20,518,195,147,300,2410,144,65,36,84,112,99,119,163,162,N/A
AUDI,SQ5 4DR SUV,17,467,189,166,282,1995,135,147,41,88,110,90,95,162,161,53/47
AUDI,SQ7 4DR SUV,20,506,197,174,299,2395,141,176,44,92,119,98,109,166,166,N/A
AUDI,SQ8 4DR SUV,20,501,200,171,300,2440,142,153,39,91,112,99,102,168,169,N/A
AUDI,TT 2DR COUPE,16,418,183,135,251,1435,116,N/A,27,80,126,88,79,157,155,60/40
AUDI,TT ROADSTER 2DR CONVERTIBLE,16,418,183,135,251,1530,116,76,27,80,126,88,79,157,155,59/41
AUDI,TT RS 2DR COUPE,20,420,183,134,251,1500,116,N/A,27,80,126,89,80,156,154,60/40
AUDI,TTS 2DR COUPE,16,419,183,134,251,1485,116,N/A,27,80,126,89,79,157,155,60/40
BENTLEY,BENTAYGA 4DR SUV,16,514,200,174,299,2440,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57/43
BENTLEY,BENTAYGA DIESEL 4DR SUV,16,514,200,174,299,2505,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57/43
BENTLEY,BENTAYGA HYBRID 4DR SUV,16,514,200,174,299,2613,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57/43
BENTLEY,BENTAYGA V8 4DR SUV,16,514,200,174,299,2388,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57/43
BENTLEY,MULSANNE 4DR SEDAN LWB,18,583,193,154,352,2730,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BENTLEY,MULSANNE 4DR SEDAN SWB,18,558,193,152,327,2711,N/A,N/A,N/A,N/A,N/A,N/A,N/A,162,165,52/48
BENTLEY,NEW CONTINENTAL GT,18,485,196,141,285,2244,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BENTLEY,NEW CONTINENTAL GT CONVERTIBLE,18,485,196,141,285,2414,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BENTLEY,NEW CONTINENTAL GT V8,18,485,196,141,285,2165,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BENTLEY,NEW CONTINENTAL GT V8 CONVERTIBLE,18,485,196,141,285,2335,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BENTLEY,NEW FLYING SPUR 4DR SEDAN AWD,20,532,198,148,319,2473,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,54/46
BMW,2 SERIES 228i xDRIVE GRAN COUPE,20,452,180,142,267,1606,128,44,34,81,106,89,97,157,157,59/41
BMW,2 SERIES 230i 2DR COUPE RWD,14,443,177,142,268,1608,134,53,34,81,104,78,96,152,156,50/50
BMW,2 SERIES 230i xDRIVE 2DR CABRIOLET,15,443,177,141,269,1808,134,64,34,81,121,78,96,152,153,50/50
BMW,2 SERIES 230i xDRIVE 2DR COUPE,14,443,177,142,268,1685,134,53,34,81,104,78,96,152,156,52/48
BMW,2 SERIES M235i xDRIVE GRAN COUPE,20,452,180,142,267,1639,128,44,34,81,106,89,97,157,157,58/42
BMW,2 SERIES M240i 2DR CABRIOLET  RWD,15,443,177,141,269,1793,134,64,34,81,121,78,96,152,153,50/50
BMW,2 SERIES M240i 2DR COUPE RWD,14,443,177,142,268,1587,134,53,34,81,104,78,96,152,156,52/48
BMW,2 SERIES M240i xDRIVE 2DR CABRIOLET,15,443,177,141,269,1844,134,64,34,81,121,78,96,152,153,50/50
BMW,2 SERIES M240i xDRIVE 2DR COUPE,14,443,177,142,268,1661,134,53,34,81,104,78,96,152,156,54/46
BMW,3-SERIES 330e 4DR SEDAN,19,471,183,144,285,1770,143,51,36,82,108,80,106,158,160,52/48
BMW,3-SERIES 330i xDRIVE 4DR SEDAN,19,471,183,144,285,1585,143,51,36,82,108,80,106,158,160,52/48
BMW,3-SERIES M340i xDRIVE 4DR SEDAN,19,471,183,144,285,1735,143,51,36,82,108,80,106,158,160,52/48
BMW,4 SERIES  430i xDRIVE 2DR CABRIOLET,14,464,183,138,281,1910,137,65,35,80,124,79,104,155,159,48/52
BMW,4 SERIES  430i xDRIVE 2DR COUPE,14,464,183,138,281,1681,137,53,35,80,106,79,104,155,159,51/49
BMW,4 SERIES  440i 2DR COUPE RWD,14,464,183,138,281,1688,137,53,35,80,106,79,104,155,159,51/49
BMW,4 SERIES  440i xDRIVE 2DR CABRIOLET,14,464,183,138,281,1964,137,65,35,80,124,79,104,155,159,49/51
BMW,4 SERIES  440i xDRIVE 2DR COUPE,14,464,183,138,281,1751,137,53,35,80,106,79,104,155,159,52/48
BMW,4 SERIES GRAN COUPE 430i xDRIVE 4DR SEDAN,14,464,183,139,281,1713,137,100,35,80,106,79,104,155,159,49/51
BMW,4 SERIES GRAN COUPE 440i xDRIVE 4DR SEDAN,14,464,183,139,281,1784,137,100,35,80,106,79,104,155,159,51/49
BMW,5 SERIES 530e xDRIVE 4DR SEDAN,17,494,187,147,298,2064,150,55,38,81,109,86,110,161,163,49/51
BMW,5 SERIES 530i xDRIVE 4DR SEDAN,17,494,187,147,298,1759,150,55,38,81,109,86,110,161,163,52/48
BMW,5 SERIES 540i xDRIVE 4DR SEDAN,17,494,187,147,298,1823,150,55,38,81,109,86,110,161,163,53/47
BMW,5 SERIES M550i xDRIVE 4DR SEDAN,17,496,187,147,298,2058,152,55,38,81,109,88,110,161,163,54/46
BMW,7 SERIES 745Le xDRIVE 4DR SEDAN LWB,20,526,190,147,321,2204,156,62,36,85,115,90,115,162,165,50/50
BMW,7 SERIES 750i xDRIVE 4DR SEDAN SWB,20,512,190,147,307,2117,156,62,36,85,115,90,115,162,165,53/47
BMW,7 SERIES 750Li xDRIVE 4DR SEDAN LWB,20,526,190,147,321,2146,156,62,36,85,115,90,115,162,165,53/47
BMW,7 SERIES ALPINA B7,20,526,190,147,321,2212,156,62,36,85,115,90,115,162,165,53/47
BMW,7 SERIES M760Li xDRIVE 4DR SEDAN LWB,20,526,190,147,321,2345,156,62,36,85,115,90,115,162,165,54/46
BMW,8-SERIES 2DR CONVERTIBLE,19,486,190,135,282,2153,159,71,30,82,134,96,108,163,164,53/47
BMW,8-SERIES 2DR COUPE,19,486,190,135,282,2035,159,58,30,82,111,96,108,163,164,55/45
BMW,8-SERIES GRAN COUPE,20,508,193,140,303,2163,161,62,33,81,108,96,109,163,167,54/46
BMW,i SERIES i3,14,400,178,158,257,1195,71,129,36,91,110,71,72,157,158,45/55
BMW,i SERIES i3 RANGE EXTENDER,14,400,178,158,257,1315,71,129,36,91,110,71,72,157,158,45/55
BMW,i SERIES i8,14,469,194,130,280,1575,132,48,26,79,107,96,93,164,158,49/51
BMW,i SERIES i8 ROADSTER,14,469,194,130,280,1595,132,48,26,79,107,96,93,164,158,49/51
BMW,M2 2DR COUPE,17,448,185,141,269,1593,138,54,34,81,104,82,97,158,160,51/49
BMW,M4 2DR CABRIOLET,14,467,187,139,281,1846,137,65,35,80,124,81,105,158,160,52/48
BMW,M4 2DR COUPE,14,467,187,138,281,1617,139,53,35,80,106,81,105,158,160,47/53
BMW,M5 4DR SEDAN,17,496,187,147,298,1982,152,55,38,81,109,88,110,161,163,54/46
BMW,M8 2DR CONVERTIBLE,19,486,190,135,282,2073,159,71,30,82,134,96,108,163,164,53/47
BMW,M8 2DR COUPE,19,486,190,135,282,1952,159,58,30,82,111,96,108,163,164,55/45
BMW,M8 GRAN COUPE,20,508,193,140,303,2036,161,62,33,81,108,96,109,163,167,54/46
BMW,X1 xDRIVE28i 4DR SUV,16,444,182,161,267,1660,125,154,39,90,106,84,93,156,156,57/43
BMW,X2 M35i 4DR SUV,18,436,182,153,267,1691,124,148,33,89,116,85,84,156,156,57/43
BMW,X2 xDRIVE28i 4DR SUV AWD,18,436,182,153,267,1661,124,148,33,89,116,85,84,156,156,57/43
BMW,X3 M40i 4DR SUV,18,471,189,168,286,1918,142,167,45,95,109,87,99,160,162,50/50
BMW,X3 xDRIVE30e PHEV 4DR SUV,18,471,189,168,286,2085,142,167,45,95,109,87,99,162,164,48/52
BMW,X3 xDRIVE30i 4DR SUV,18,471,189,168,286,1883,142,167,45,95,109,87,99,162,164,50/50
BMW,X3M 4DR SUV,18,471,189,168,286,2100,142,167,45,95,109,87,99,162,164,50/50
BMW,X4 M40i 4DR SUV,19,476,192,162,287,1961,141,137,38,89,113,86,103,162,167,50/50
BMW,X4 xDRIVE30i 4DR SUV,19,476,192,162,287,1881,141,137,38,89,113,86,103,162,167,49/51
BMW,X4M 4DR SUV,19,476,192,162,287,2086,141,137,38,89,113,86,103,162,167,50/50
BMW,X5 M50i 4DR SUV,19,493,200,175,297,2420,140,176,46,95,113,88,108,167,169,51/49
BMW,X5 xDRIVE40i 5 SEAT 4DR SUV,19,493,200,175,297,2258,140,176,46,95,113,88,108,167,169,50/50
BMW,X5 xDRIVE40i 7 SEAT 4DR SUV,19,493,200,175,297,2339,140,176,46,95,113,88,108,167,169,50/50
BMW,X5M 4DR SUV,17,488,198,175,293,2350,140,178,44,91,113,89,106,167,167,50/50
BMW,X6 M50i 4DR SUV,20,495,200,170,297,2325,142,121,38,95,112,89,109,164,171,52/48
BMW,X6 xDRIVE40i 4DR SUV,20,495,200,170,297,2175,142,121,38,95,112,89,109,164,171,50/50
BMW,X6M 4DR SUV,20,495,200,170,297,2443,142,121,38,95,112,89,109,164,171,51/49
BMW,X7 M50i 4DR SUV,19,516,200,181,310,2573,140,200,45,96,109,88,118,168,170,51/49
BMW,X7 xDRIVE40i 4DR SUV,19,516,200,181,310,2440,140,200,45,96,109,88,118,168,170,53/47
BMW,Z4 M40i 2DR CONVERTIBLE,19,434,186,131,247,1571,159,67,24,78,128,92,95,162,161,51/49
BMW,Z4 sDRIVE30i 2DR CONVERTIBLE,19,434,186,131,247,1495,159,67,24,78,128,92,95,162,161,50/50
BUICK,ENCLAVE 4DR SUV AWD,18,519,200,178,307,2093,125,214,40,93,115,101,111,171,170,58/42
BUICK,ENCLAVE 4DR SUV FWD,18,519,200,178,307,1978,125,214,40,93,115,101,111,171,170,58/42
BUICK,ENCORE 4DR SUV AWD,17,427,177,165,256,1523,111,138,39,90,102,94,77,154,154,60/40
BUICK,ENCORE 4DR SUV FWD,17,427,177,165,256,1468,111,138,39,90,102,94,77,154,154,60/40
BUICK,ENCORE GX 4DR SUV AWD,20,435,181,163,260,1477,117,137,37,92,98,91,84,155,157,60/40
BUICK,ENCORE GX 4DR SUV FWD,20,435,181,163,260,1372,117,137,37,92,98,91,84,155,157,61/39
BUICK,ENVISION 2.0L 4DR SUV AWD,16,467,184,170,274,1852,126,167,40,91,98,100,93,158,158,59/41
BUICK,ENVISION 2.5L 4DR SUV AWD,16,467,184,170,274,1782,126,167,40,91,98,100,93,158,158,59/41
BUICK,LACROSSE 4DR SEDAN AWD,17,502,186,146,291,1741,127,57,37,81,114,96,116,160,160,59/41
BUICK,LACROSSE 4DR SEDAN FWD,17,502,186,146,291,1632,127,57,37,81,114,96,116,160,160,59/41
BUICK,REGAL SPORTBACK,18,490,186,146,283,1858,134,34,34,84,113,100,108,160,160,58/42
BUICK,REGAL TOUR X WAGON,18,499,186,148,283,1948,134,N/A,34,84,113,100,117,160,160,58/42
CADILLAC,CT4 2.0L 4DR SEDAN AWD,20,476,182,142,278,1623,145,59,31,84,108,87,112,153,157,N/A
CADILLAC,CT4 2.0L 4DR SEDAN RWD,20,476,182,142,278,1552,145,59,31,84,108,87,112,153,157,N/A
CADILLAC,CT4 2.7L / V-SERIES 4DR SEDAN AWD,20,476,182,142,278,1693,145,59,31,84,108,87,112,153,157,52/48
CADILLAC,CT4 2.7L / V-SERIES 4DR SEDAN RWD,20,476,182,142,278,1618,145,59,31,84,108,87,112,153,157,N/A
CADILLAC,CT5 4DR SEDAN AWD,20,492,188,145,295,1723,144,53,36,81,112,87,111,160,162,53/47
CADILLAC,CT5 4DR SEDAN RWD,20,492,188,145,295,1660,144,53,36,81,112,87,111,160,162,51/49
CADILLAC,CT5 V-SERIES 4DR SEDAN AWD,20,492,188,145,295,1880,144,53,36,81,112,87,111,160,162,N/A
CADILLAC,CT5 V-SERIES 4DR SEDAN RWD,20,492,188,145,295,1803,144,53,36,81,112,87,111,160,162,N/A
CADILLAC,CT6 LUXURY AWD 4DR SEDAN,19,523,188,147,311,1808,152,63,35,85,112,88,125,161,163,50/50
CADILLAC,CT6 PLATINUM AWD 4DR SEDAN,19,523,188,147,311,1913,152,63,35,85,112,88,125,161,163,50/50
CADILLAC,CT6 PREMIUM LUXURY AWD 4DR SEDAN,19,523,188,147,311,1873,152,63,35,85,112,88,125,161,163,50/50
CADILLAC,CT6 V-SERIES AWD 4DR SEDAN,19,523,188,147,311,2036,152,63,35,85,112,88,125,161,163,50/50
CADILLAC,CTS 4DR SEDAN 2.0L AWD,14,497,183,145,291,1713,145,61,34,85,108,87,119,156,157,50/50
CADILLAC,CTS 4DR SEDAN 2.0L RWD,14,497,183,145,291,1642,145,61,34,85,108,87,119,156,157,50/50
CADILLAC,CTS 4DR SEDAN 3.6L AWD,14,497,183,145,291,1763,145,61,34,85,108,87,119,156,157,50/50
CADILLAC,CTS 4DR SEDAN 3.6L RWD,14,497,183,145,291,1703,145,61,34,85,108,87,119,156,157,50/50
CADILLAC,CTS V-SPORT 4DR SEDAN RWD,14,497,183,145,291,1807,145,61,34,85,108,87,119,156,157,50/50
CADILLAC,CTS-V 4DR SEDAN RWD,14,502,183,145,291,1880,150,61,34,85,108,92,119,158,155,53/47
CADILLAC,XT4 4DR SUV AWD,19,460,195,163,278,1767,126,149,37,90,104,97,87,161,160,58/42
CADILLAC,XT4 4DR SUV FWD,19,460,195,163,278,1660,126,149,37,90,104,97,87,161,160,58/42
CADILLAC,XT5 4DR SUV AWD,16,482,190,168,286,1940,122,164,39,94,102,100,97,165,165,59/41
CADILLAC,XT5 4DR SUV FWD,16,482,190,168,286,1814,122,164,39,94,102,100,97,165,165,59/41
CADILLAC,XT6 4DR SUV,19,505,196,175,286,2127,128,197,44,91,107,103,116,169,168,55/45
CADILLAC,XTS 4DR SEDAN AWD,12,513,185,148,284,1905,131,57,35,87,112,103,126,158,160,59/41
CADILLAC,XTS 4DR SEDAN FWD,12,513,185,148,284,1817,131,57,35,87,112,103,126,158,160,59/41
CADILLAC,ESCALADE,14,518,204,189,295,2649,138,209,43,103,122,103,120,175,174,52/48
CADILLAC,ESCALADE ESV,14,570,204,189,330,2740,138,261,43,103,122,103,137,175,174,51/49
CHEVROLET,2500 EXPRESS CARGO VAN LWB,3,620,202,208,394,2497,91,342,54,99,146,101,124,173,172,53/47
CHEVROLET,2500 EXPRESS CARGO VAN SWB,3,569,202,207,343,2400,91,291,54,99,146,101,124,173,172,53/47
CHEVROLET,2500 EXPRESS PASSENGER VAN SWB,3,569,202,207,343,2664,91,291,54,99,146,101,124,173,172,53/47
CHEVROLET,3500 EXPRESS CARGO VAN LWB,3,620,202,208,394,2525,91,342,54,99,146,101,124,173,172,53/47
CHEVROLET,3500 EXPRESS CARGO VAN SWB,3,569,202,207,343,2361,91,291,54,99,146,101,124,173,172,53/47
CHEVROLET,3500 EXPRESS PASSENGER VAN LWB,3,620,202,208,394,2906,91,342,54,99,146,101,124,173,172,53/47
CHEVROLET,3500 EXPRESS PASSENGER VAN SWB,3,569,202,207,343,2761,91,291,54,99,146,101,124,173,172,53/47
CHEVROLET,BLAZER 2.0L FWD 4DR SUV,19,486,195,170,286,1715,128,166,35,92,112,103,97,169,168,59/41
CHEVROLET,BLAZER 3.6L AWD 4DR SUV,19,486,195,170,286,1910,128,166,35,92,112,103,97,169,168,59/41
CHEVROLET,BLAZER 3.6L FWD 4DR SUV,19,486,195,170,286,1818,128,166,35,92,112,103,97,169,168,59/41
CHEVROLET,BOLT 4DR HATCHBACK,17,417,177,159,260,1625,89,135,44,84,94,84,73,150,150,56/44
CHEVROLET,CAMARO 2.0L 2DR CONVERTIBLE,16,478,188,135,281,1645,153,63,26,48,115,92,105,159,162,52/48
CHEVROLET,CAMARO 2.0L 2DR COUPE,16,478,188,135,281,1530,153,63,26,48,115,92,105,159,162,52/48
CHEVROLET,CAMARO 3.6L 2DR CONVERTIBLE,16,478,188,135,281,1654,153,63,26,48,115,92,105,159,162,52/48
CHEVROLET,CAMARO 3.6L 2DR COUPE,16,478,188,135,281,1564,153,63,26,48,115,92,105,159,162,52/48
CHEVROLET,CAMARO 6.2L 2DR CONVERTIBLE,16,478,188,135,281,1794,153,63,26,48,115,92,105,160,160,52/48
CHEVROLET,CAMARO 6.2L 2DR COUPE,16,478,188,135,281,1685,153,63,26,48,115,92,105,160,160,52/48
CHEVROLET,CITY EXPRESS VAN,14,473,173,187,293,1475,100,208,48,98,126,95,84,152,152,52/48
CHEVROLET,COLORADO CREW CAB L/BOX 2WD,14,571,189,179,357,1932,136,306,40,88,112,94,120,158,158,57/43
CHEVROLET,COLORADO CREW CAB L/BOX 4X4,14,571,189,179,357,2032,136,306,40,88,112,94,120,158,158,57/43
CHEVROLET,COLORADO CREW CAB S/BOX 2WD,14,540,189,179,326,1833,136,275,40,88,112,94,120,158,158,57/43
CHEVROLET,COLORADO CREW CAB S/BOX 4X4,14,540,189,179,326,2001,136,275,40,88,112,94,120,158,158,57/43
CHEVROLET,COLORADO EXTENDED CAB L/BOX 2WD,14,540,189,179,326,1791,136,275,40,88,112,94,120,158,158,57/43
CHEVROLET,COLORADO EXTENDED CAB L/BOX 4X4,14,540,189,179,326,1891,136,275,40,88,112,94,120,158,158,57/43
CHEVROLET,CORVETTE STINGRAY CONVERTIBLE,20,463,193,123,272,1573,117,N/A,27,72,114,104,87,165,158,40/60
CHEVROLET,CORVETTE STINGRAY COUPE,20,463,193,123,272,1527,117,57,27,72,114,104,87,165,158,40/60
CHEVROLET,EQUINOX 4DR SUV 1.5L AWD,17,465,184,166,273,1572,122,174,40,90,97,95,98,158,158,57/43
CHEVROLET,EQUINOX 4DR SUV 2.0L AWD,17,465,184,166,273,1637,122,174,40,90,97,95,98,158,158,58/42
CHEVROLET,EQUINOX 4DR SUV 2.0L FWD,17,465,184,166,273,1564,122,174,40,90,97,95,98,158,158,58/42
CHEVROLET,EQUINOX 4DR SUV 1.5L FWD,17,465,184,166,273,1485,122,174,40,90,97,95,98,158,158,58/42
CHEVROLET,IMPALA 4DR SEDAN 2.5L LS/LT/LTZ/2.4ECO,13,511,185,150,284,1661,135,69,30,84,113,101,126,157,160,59/41
CHEVROLET,IMPALA 4DR SEDAN 3.6L LT/LTZ,13,511,185,150,284,1717,135,69,30,84,113,101,126,157,160,59/41
CHEVROLET,MALIBU L/LS/LT 4DR SEDAN,16,492,185,146,283,1418,129,55,35,83,118,97,113,159,159,59/41
CHEVROLET,MALIBU PREMIER 4DR SEDAN,16,492,185,146,283,1462,129,55,35,83,118,97,113,159,159,61/39
CHEVROLET,SILVERADO 1500 CREW CAB M/BOX 2WD,18,613,206,192,398,2120,131,343,48,93,130,95,121,173,173,N/A
CHEVROLET,SILVERADO 1500 CREW CAB M/BOX 4WD,18,613,206,192,398,2208,131,343,48,93,130,95,121,173,173,N/A
CHEVROLET,SILVERADO 1500 CREW CAB S/BOX 2WD,18,589,206,192,374,2087,131,319,48,93,130,95,121,173,173,N/A
CHEVROLET,SILVERADO 1500 CREW CAB S/BOX 4WD,18,589,206,192,374,2184,131,319,48,93,130,95,121,173,173,N/A
CHEVROLET,SILVERADO 1500 DOUBLE CAB M/BOX 2WD,18,589,206,192,374,2086,131,319,48,93,130,95,121,173,173,N/A
CHEVROLET,SILVERADO 1500 DOUBLE CAB M/BOX 4WD,18,589,206,192,374,2184,131,319,48,93,130,95,121,173,173,N/A
CHEVROLET,SILVERADO 1500 REG CAB M/BOX 2WD,19,583,206,192,354,1986,131,N/A,48,93,130,95,135,173,173,N/A
CHEVROLET,SILVERADO 1500 REG CAB M/BOX 4WD,19,583,206,192,354,2083,131,N/A,48,93,130,95,135,173,173,N/A
CHEVROLET,SILVERADO 2500HD CREW CAB L/BOX 2WD,19,676,208,203,437,2922,142,394,47,95,130,103,136,171,173,N/A
CHEVROLET,SILVERADO 2500HD CREW CAB L/BOX 4X4,19,676,208,203,437,3053,142,394,47,95,130,103,136,171,173,N/A
CHEVROLET,SILVERADO 2500HD CREW CAB M/BOX 2WD,19,635,208,203,404,2877,142,353,47,95,130,103,128,171,173,N/A
CHEVROLET,SILVERADO 2500HD CREW CAB M/BOX 4X4,19,635,208,203,404,3009,142,353,47,95,130,103,128,171,173,N/A
CHEVROLET,SILVERADO 2500HD DOUBLE CAB L/BOX 2WD,19,651,208,203,413,2880,142,370,47,95,130,103,136,171,173,N/A
CHEVROLET,SILVERADO 2500HD DOUBLE CAB L/BOX 4X4,19,651,208,203,413,3011,142,370,47,95,130,103,136,171,173,N/A
CHEVROLET,SILVERADO 2500HD DOUBLE CAB M/BOX 2WD,19,611,208,203,380,2825,142,329,47,95,130,103,128,171,173,N/A
CHEVROLET,SILVERADO 2500HD DOUBLE CAB M/BOX 4X4,19,611,208,203,380,2969,142,329,47,95,130,103,128,171,173,N/A
CHEVROLET,SILVERADO 2500HD REG CAB L/BOX 2WD,19,598,208,203,360,2687,142,317,47,95,130,103,136,171,173,N/A
CHEVROLET,SILVERADO 2500HD REG CAB L/BOX 4X4,19,598,208,203,360,2829,142,317,47,95,130,103,136,171,173,N/A
CHEVROLET,SILVERADO 3500HD CREW CAB L/BOX DRW 2WD,19,676,208,203,437,3124,142,394,47,95,130,103,136,171,173,N/A
CHEVROLET,SILVERADO 3500HD CREW CAB L/BOX DRW 4X4,19,676,208,203,437,3253,142,394,47,95,130,103,136,171,173,N/A
